,name_location,name_proxy,start_date,end_date
122,New York,New York,2024-12-14,2025-02-01
123,North Carolina,North Carolina,2022-12-17,2023-01-14
124,North Carolina,North Carolina,2023-07-29,2023-09-23
125,North Carolina,North Carolina,2023-12-16,2024-01-27
126,North Carolina,North Carolina,2024-07-06,2024-09-07
127,North Carolina,North Carolina,2024-12-21,2025-02-01
128,North Dakota,North Dakota,2023-07-29,2023-12-30
129,North Dakota,North Dakota,2024-07-27,2024-09-14
130,North Dakota,North Dakota,2024-12-14,2025-01-18
131,Ohio,Ohio,2022-12-03,2022-12-31
132,Ohio,Ohio,2023-08-05,2023-09-30
133,Ohio,Ohio,2023-11-25,2024-01-06
134,Ohio,Ohio,2024-07-06,2024-09-14
135,Ohio,Ohio,2024-12-21,2025-01-11
136,Oklahoma,Oklahoma,2022-11-26,2023-01-07
137,Oklahoma,Oklahoma,2024-06-29,2024-09-07
138,Oklahoma,Oklahoma,2024-12-07,2025-01-11
139,Oregon,Oregon,2022-11-19,2022-12-31
140,Oregon,Oregon,2024-06-22,2024-09-07
141,Pennsylvania,Pennsylvania,2022-12-17,2023-01-14
142,Pennsylvania,Pennsylvania,2023-07-15,2023-10-07
143,Pennsylvania,Pennsylvania,2023-11-18,2024-01-13
144,Pennsylvania,Pennsylvania,2024-07-06,2024-09-21
145,Pennsylvania,Pennsylvania,2024-12-21,2025-01-11
146,Rhode Island,Rhode Island,2022-12-17,2023-01-07
147,Rhode Island,Rhode Island,2023-06-10,2023-10-07
148,Rhode Island,Rhode Island,2023-12-09,2024-01-13
149,Rhode Island,Rhode Island,2024-07-06,2024-08-31
150,Rhode Island,Rhode Island,2024-12-14,2025-01-18
151,South Carolina,South Carolina,2022-12-10,2023-01-07
152,South Carolina,South Carolina,2023-07-22,2023-09-16
153,South Carolina,South Carolina,2023-12-16,2024-02-03
154,South Carolina,South Carolina,2024-07-06,2024-08-31
155,South Carolina,South Carolina,2024-12-14,2025-03-15
156,South Dakota,South Dakota,2023-08-19,2024-01-06
157,South Dakota,South Dakota,2024-06-22,2024-09-14
158,South Dakota,South Dakota,2024-11-23,2025-01-18
159,Tennessee,Tennessee,2022-12-03,2023-01-14
160,Tennessee,Tennessee,2023-07-22,2023-09-09
161,Tennessee,Tennessee,2023-11-11,2024-01-13
162,Tennessee,Tennessee,2024-07-06,2024-08-31
163,Tennessee,Tennessee,2024-12-14,2025-03-08
164,Texas,Texas,2022-12-03,2023-01-07
165,Texas,Texas,2023-07-22,2023-09-09
166,Texas,Texas,2023-12-02,2024-02-03
167,Texas,Texas,2024-06-22,2024-08-24
168,Texas,Texas,2024-12-21,2025-03-08
169,Utah,Utah,2023-08-05,2023-10-07
170,Utah,Utah,2023-11-11,2024-01-06
171,Utah,Utah,2024-06-08,2024-09-07
172,Vermont,Vermont,2023-08-19,2023-10-07
173,Vermont,Vermont,2023-11-18,2024-01-06
174,Vermont,Vermont,2024-07-13,2024-09-21
175,Virginia,Virginia,2022-12-10,2023-01-14
176,Virginia,Virginia,2023-07-29,2023-09-23
177,Virginia,Virginia,2023-12-02,2024-01-13
178,Virginia,Virginia,2024-07-06,2024-09-07
179,Virginia,Virginia,2024-12-14,2025-02-01
180,Washington,Washington,2022-12-10,2023-01-07
181,Washington,Washington,2024-06-22,2024-09-07
182,West Virginia,West Virginia,2022-12-10,2023-01-14
183,West Virginia,West Virginia,2024-07-06,2024-09-21
184,West Virginia,West Virginia,2024-08-24,2025-03-29
185,Wisconsin,Wisconsin,2024-06-29,2024-09-14
186,Wisconsin,Wisconsin,2024-12-21,2025-01-25
187,Wyoming,Wyoming,2023-07-22,2023-12-30
188,Wyoming,Wyoming,2024-05-25,2024-06-29
189,Wyoming,Wyoming,2024-11-09,2025-03-29
190,District of Columbia,District of Columbia,2022-12-03,2023-01-14
191,District of Columbia,District of Columbia,2023-08-12,2023-09-23
192,District of Columbia,District of Columbia,2023-12-09,2024-01-20
193,District of Columbia,District of Columbia,2024-06-01,2024-08-31
194,District of Columbia,District of Columbia,2024-12-21,2025-02-15
